Easting,Northing,Name,Driller,Date Drilled,Abstraction Volume per day,District,Borehole Depth,Static Water Level,Yield l/s,Status,Functionality,,
656202,8472845,Aziliya  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656216,8468118,Katumba  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656223,8478627,Matukuta  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656255,8475985,Chisani mosque ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656292,8480796,Madetsa  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656307,8477705,Corner stone Bh,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656312,8456548,Mponda 2  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656330,8474192,Kambuku  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656338,8473648,Wanja  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656371,8472820,Kachitsa2  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656373,8477497,Umodzi women group  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656392,8477118,Chisomo  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656401,8466250,Nthala  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656404,8481461,Lymon  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656423,8472891,Chumbu  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656455,8477592,Kalonga village ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656456,8460273,Mazenjere Mosque ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656459,8477068,Chilanga  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656490,8473398,Kumitondo  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656500,8455342,Sekani ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656506,8473716,Luzanyama  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656539,8477526,polosi  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656580,8476202,Snolden Makina  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656590,8477025,Chikatiko  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656621,8481825,Sanga  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656622,8476757,Kalonga school BH,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656648,8474206,Kambuku,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656650,8477460,Ndiwo 2  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656652,8476910,Mwaluka  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656658,8472884,Chagwira  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656663,8478524,Makunje  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656682,8472654,Chateka  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656709,8477657,Ntchetche BH ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656713,8477128,Joel Kawerenga,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656728,8479306,mafiyo  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656743,8477321,Chandamale  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656749,8477584,Madzi adalakwa  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656789,8482026,Mamba  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656792,8477420,Chiyanjano ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656794,8477718,Katswiri  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656832,8474159,Namkwenya  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656833,8466132,Benala  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656834,8469549,Masina  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656849,8472475,Maiza  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656856,8255413,Msambang'ombe,Borehole Construction Fund,,,Mwanza,0.00001,0.00001,0.00001,,Functional,,
656856,8476734,Nazarene  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656868,8480845,Kolore  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656878,8475527,Kanyenda  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656894,8461580,Namajika  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656898,8479032,Mazombwe  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656911,8475597,Malimba  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656926,8477382,Chizuwi  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656937,8476698,Moses Kaphwiti,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656944,8476640,Seventh Day Adventist Church  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656965,8474278,Kawanga  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656966,8465757,Thyolera  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656969,8472217,Kumdzuma ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
656993,8476778,Kapoloma   ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657025,8477279,Mpanje  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657032,8466127,Chapita school  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657036,8480532,Matiya  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657047,8481745,Mbalame  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657221,8476194,Msalura LEA Primary  BH ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657222,8474265,Chitekwere,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657255,8477345,Chikaoneka  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657284,8476676,Tembo  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657350,8480655,Chisidze  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657391,8458025,Tobias  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657399,8476500,Zambezi ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657422,8473869,Gomani  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657429,8456932,Msangu ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657443,8475628,Salima Main Moisque  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657453,8477198,Chikaoneka Mosque  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657522,8475574,Chikumbutso  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657570,8460171,Lisalo  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657628,8463827,Chikanda  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657662,8475618,Hamdan  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657670,8476812,Chioko ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657721,8475703,Gabisen  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657748,8460826,Kulisalo  no2,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657770,8452924,Ngolomi ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657800,8463319,Muziwila  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657819,8476919,Njanje  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657885,8461922,Lifidzi secondary schools  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657887,8456890,Chiphuka 2 ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657892,8461427,Lowe  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657896,8461086,Chikanda  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657912,8460300,Phaka Mosque  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657925,8476952,Pa mango Water ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657932,8462400,Bitimbule  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
657973,8479876,Gwengwe  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658004,8461771,Lifidzi primary schools  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658032,8461900,Milala masjid  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658082,8474850,Makande 2  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658099,8461197,Mgwende  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658153,8477167,Chisomo water ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658235,8476640,Chiyembekezo  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658261,8454188,Justini,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658269,8480321,Mdala  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658270,8474756,Makande 1  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658295,8454241,Muonekera  FPSCHOOL  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658329,8473625,Kenamu  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658340,8480402,Rashid Masijid  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658396,8473815,Chembe mosque  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658399,8461315,Milala  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658419,8443732,Chawanda  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658450,8480135,Mtumbira FP School  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658452,8474827,Sapanga  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658493,8473909,Chembe  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658505,8474642,Tapuma  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658513,8485736,Buleya  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658536,8460798,Mkwenembera  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658537,8473842,Kolombodza  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658546,8450197,Chiwaula  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658554,8475579,Maplot  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658569,8474616,Tapuma mosque  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658587,8475168,Salima LEA primary school  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658615,8460457,Mkwenembera  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658633,8474696,Kungango  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658672,8473964,Mbwerera 1  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658702,8476060,Dambo  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658708,8476679,Tembenu  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658720,8473570,Sululu  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658724,8468568,Kabwedza  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658737,8461142,Mzembera  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658744,8474375,Daniel  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658775,8474512,Likumbo  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658790,8472038,Ngolomi  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658801,8476442,Zimba  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658827,8461440,Mzembera mosque  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658835,8473533,Chinyamunyamu 2  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658857,8474096,Mbwerera  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658884,8460474,Mawala ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658912,8442826,Tithandizane  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658918,8473523,Chinyamunyamu mosque  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658922,8485970,Yambe secondary school  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658940,8486148,Yambe FP School  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658944,8474186,Lijuni  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658955,8461871,Thyole  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658977,8474399,Njingo  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658981,8474020,Daniel  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658982,8476290,Chenyama  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
658986,8474305,Musa  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659016,8475497,Chimbalanga  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659017,8474558,Sinkanako  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659020,8488312,Kuchilawi 2  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659029,8473396,Chanjiri  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659040,8474279,Mbolera  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659046,8472062,Kapichila ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659084,8474880,Amidu  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659089,8473156,Kuthenje  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659109,8487470,Kuchilawi  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659126,8475842,Dambo  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659143,8461566,Masawu  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659156,8478455,Chiletso  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659163,8442269,Chezomba2  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659207,8460526,Chilimani ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659221,8474595,Phikani  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659228,8472828,Linthipe  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659233,8475640,Bithyayi 3  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659279,8478667,Kachite  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659310,8474700, Sitambuli  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659324,8442189,Mtovu ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659326,8472093,Chindungwa cbcc ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659332,8473997,Mkumpha  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659336,8478478,Simaiwa Masijid  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659339,8476438,Chenyama Mosque  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659375,8474465,Abelo  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659396,8475653,Chikuni  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659440,8459881,Kamtumbiza B  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659441,8474757,Zigwetsa 2  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659450,8473858,Saidi  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659498,8473958,Chithumba  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659541,8471906,Mlambe ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659552,8459693,Kamtumbiza2 Ambera  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659553,8478420,Gomani  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659570,8474902,Mdogo  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659575,8474182,Mkumpha 2  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659588,8474735,Zigwetsa  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659592,8473893,Maele  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659597,8487263,Kapundi  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659618,8457929,Ndindi B  2,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659637,8475137,Bishayi  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659647,8474498,Kalolo  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659665,8472030,Chindungwa mosque 1,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659716,8442753,Mpitilira School  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659761,8474892,Mngwirizano  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659784,8461925,Mugawi village  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659794,8471765,Mtondo ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659803,8442984,Chigalu  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659846,8475603,Bithyayi  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659874,8459757,Lifidzi Dip Tank,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659888,8461115,Alice ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659939,8449614,Chadidi  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659959,8474412,Kachere  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659962,8474614,Thom  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659969,8461824,Kuwombora  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659970,8459236,Zanga Phee  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659971,8444313,M'bwemba  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659972,8460975,Kamtumbiza  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
659982,8474864,Chirwa  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660006,8475741,Bithyayi 2  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660007,8455253,Chakwana ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660090,8471652,Chindungwa2 ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660101,8474203,Kachere mosque  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660158,8474659,Kafanaye  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660163,8461109,Kalombola ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660173,8459960,Mgwirizano ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660177,8474873,Chitsanzo  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660211,8450499,Mikuju SATECH ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660227,8478478,Zakeyo  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660267,8475302,Mamamila mosque  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660279,8457134,ku Tambala2 ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660298,8458660,Takumana ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660324,8455675,Sitimadziwa  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660337,8474997,Mkwaira  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660353,8451258,Mkolongo ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660357,8471365,Mpitilira ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660404,8469479,Chinyanguzi 1,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660431,8486754,Siliva  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660527,8458186,Nthiwatiwa  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660561,8469147,Mnoloma mosque  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660567,8469189,Mnoloma 1 ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660575,8471695,Chitsala ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660577,8470875,Gwirize ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660608,8444947,Malendo 2 mosque  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660614,8480269,Mpanje  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660642,8468999,Soya ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660653,8455694,Msauka school  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660659,8457922,Nthiwatiwa mosque  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660660,8449368,Zimchetera  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660661,8471373,Linthipe sch ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660667,8460296,Chingo  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660672,8471168,Phale 1,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660674,8451780,Mikuju 3  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660698,8475299,Kanyaso  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660714,8475529,Chitani  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660715,8469092,I MRAN ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660736,8484977,Kwanji  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660740,8470804,Tiyamike ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660741,8470487,Dambo Takumana ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660757,8480026,Chikombora FP School  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660795,8469168,Mnoloma ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660826,8468469,Mlongoti ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660829,8471252,Kandiusiwa ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660835,8470615,Lowe ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660839,8486400,Che Lipula  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660865,8453431,Mtalika  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660878,8456759,Mphamba watet point ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660880,8460049,Mchoka ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660894,8442254,Manda2  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660910,8485090,Che Issah ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
660931,8470905,Limbikani ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661012,8485088,Che Issah Masijid  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661048,8486082,Halison  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661055,8456059,Linje  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661059,8460357,Mlambe  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661072,8461548,Kuuluwagala ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661073,8470476,Steven ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661075,8448912,Tigwirizane  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661077,8455872,Kalowa  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661083,8470640,Mpopera mosque ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661092,8470932,Nyamasauka ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661105,8470702,Matapila ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661111,8470164,Manda  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661115,8441099,Mbatamira 2  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661119,8469951,Mnoloma2  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661120,8453307,Chipoka sec school ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661172,8462429,Gwengwe ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661179,8463282,Kabumbu 1 ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661188,8470181,Thandizo ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661191,8455630,Chipoka Islamic Centre ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661205,8451264,Mikuju Masjid  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661233,8470872,Mtende ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661256,8285708,Chidoole,Borehole Construction Fund,,,Mwanza,0.00001,0.00001,0.00001,,Functional,,
661256,8445884,Nawale  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661320,8470426,Kuthambo 2 ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661359,8455212,Malawi Lake Basin  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661370,8452491,Agriculture office ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661384,8454718,Mambo  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661406,8462029,Mdzeka ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661434,8455297,Abdullah Rahman  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661487,8462812,Kabumbu1mosque ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661537,8486532,Sandu  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661547,8452714,Malowa cdss  3,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661562,8451194,Mikuju Central ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661581,8452590,Malowa cdss  2,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661584,8439410,Malizani ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661586,8448377,Mpanda wa nyala  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661590,8460302,Mchoka FP School ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661616,8454583,Mbalame  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661619,8465131,Msusa ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661632,8439693,Mchere mosque ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661641,8475631,Gostara  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661666,8452682,Malowa cdss  1,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661702,8462262,Kabumbu 2 ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661724,8463529,Naliomba school  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661725,8454804,Likwere guliri  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661734,8440882,Mkweche mosque ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661751,8475804,Katalamajafali  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661778,8460547,Ndindi Mosque  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661780,8465314,Mkangala  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661786,8452570,Chipoka1 FP sch?l,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661793,8449263,Mlenga  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661820,8460535,Mtapiri  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661830,8484973,Lingison  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661831,8458105,John Tanganyika ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661839,8465774,Dzoole 1 ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661848,8486037,Chiwaya  ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
661849,8460239,Pompo-pompo ,,,,Salima,0.00001,0.00001,0.00001,,Functional,,
